season,teams,lg,salary,link
2018-19,Orlando Magic,NBA,"$10,500,000",https://www.basketball-reference.com//players/r/rosste01.html
2019-20,Orlando Magic,NBA,"$12,500,000",https://www.basketball-reference.com//players/r/rosste01.html
2020-21,Orlando Magic,NBA,"$13,500,000",https://www.basketball-reference.com//players/r/rosste01.html
2012-13,Detroit Pistons,NBA,"$2,356,320",https://www.basketball-reference.com//players/d/drumman01.html
2013-14,Detroit Pistons,NBA,"$2,462,400",https://www.basketball-reference.com//players/d/drumman01.html
2014-15,Detroit Pistons,NBA,"$2,568,360",https://www.basketball-reference.com//players/d/drumman01.html
2015-16,Detroit Pistons,NBA,"$3,272,091",https://www.basketball-reference.com//players/d/drumman01.html
2016-17,Detroit Pistons,NBA,"$22,116,750",https://www.basketball-reference.com//players/d/drumman01.html
2017-18,Detroit Pistons,NBA,"$23,775,506",https://www.basketball-reference.com//players/d/drumman01.html
2018-19,Detroit Pistons,NBA,"$25,434,263",https://www.basketball-reference.com//players/d/drumman01.html
2019-20,Cleveland Cavaliers,NBA,"$27,093,019",https://www.basketball-reference.com//players/d/drumman01.html
2020-21,Cleveland Cavaliers,NBA,"$27,957,238",https://www.basketball-reference.com//players/d/drumman01.html
2020-21,Los Angeles Lakers,NBA,"$794,536",https://www.basketball-reference.com//players/d/drumman01.html
2012-13,New Orleans Hornets,NBA,"$2,238,360",https://www.basketball-reference.com//players/r/riverau01.html
2013-14,New Orleans Pelicans,NBA,"$2,339,040",https://www.basketball-reference.com//players/r/riverau01.html
2014-15,Los Angeles Clippers,NBA,"$2,439,840",https://www.basketball-reference.com//players/r/riverau01.html
2015-16,Los Angeles Clippers,NBA,"$3,100,000",https://www.basketball-reference.com//players/r/riverau01.html
2016-17,Los Angeles Clippers,NBA,"$11,000,000",https://www.basketball-reference.com//players/r/riverau01.html
2017-18,Los Angeles Clippers,NBA,"$11,825,000",https://www.basketball-reference.com//players/r/riverau01.html
2018-19,Phoenix Suns,NBA,"$12,000,000",https://www.basketball-reference.com//players/r/riverau01.html
2018-19,Houston Rockets,NBA,"$1,155,323",https://www.basketball-reference.com//players/r/riverau01.html
2019-20,Houston Rockets,NBA,"$2,174,318",https://www.basketball-reference.com//players/r/riverau01.html
2020-21,Oklahoma City Thunder,NBA,"$3,500,000",https://www.basketball-reference.com//players/r/riverau01.html
2020-21,Denver Nuggets,NBA,"$429,049",https://www.basketball-reference.com//players/r/riverau01.html
2012-13,Portland Trail Blazers,NBA,"$2,126,520",https://www.basketball-reference.com//players/l/leoname01.html
2013-14,Portland Trail Blazers,NBA,"$2,222,160",https://www.basketball-reference.com//players/l/leoname01.html
2014-15,Portland Trail Blazers,NBA,"$2,317,920",https://www.basketball-reference.com//players/l/leoname01.html
2015-16,Portland Trail Blazers,NBA,"$3,075,880",https://www.basketball-reference.com//players/l/leoname01.html
2016-17,Portland Trail Blazers,NBA,"$9,213,484",https://www.basketball-reference.com//players/l/leoname01.html
2017-18,Portland Trail Blazers,NBA,"$9,904,495",https://www.basketball-reference.com//players/l/leoname01.html
2018-19,Portland Trail Blazers,NBA,"$10,595,506",https://www.basketball-reference.com//players/l/leoname01.html
2019-20,Miami Heat,NBA,"$11,286,515",https://www.basketball-reference.com//players/l/leoname01.html
2020-21,Oklahoma City Thunder,NBA,"$9,400,000",https://www.basketball-reference.com//players/l/leoname01.html
2012-13,Oklahoma City Thunder,NBA,"$2,020,200",https://www.basketball-reference.com//players/l/lambje01.html
2013-14,Oklahoma City Thunder,NBA,"$2,111,160",https://www.basketball-reference.com//players/l/lambje01.html
2014-15,Oklahoma City Thunder,NBA,"$2,202,000",https://www.basketball-reference.com//players/l/lambje01.html
2015-16,Charlotte Hornets,NBA,"$3,034,356",https://www.basketball-reference.com//players/l/lambje01.html
2016-17,Charlotte Hornets,NBA,"$6,511,628",https://www.basketball-reference.com//players/l/lambje01.html
2017-18,Charlotte Hornets,NBA,"$7,000,000",https://www.basketball-reference.com//players/l/lambje01.html
2018-19,Charlotte Hornets,NBA,"$7,488,372",https://www.basketball-reference.com//players/l/lambje01.html
2019-20,Indiana Pacers,NBA,"$10,500,000",https://www.basketball-reference.com//players/l/lambje01.html
2020-21,Indiana Pacers,NBA,"$10,500,000",https://www.basketball-reference.com//players/l/lambje01.html
2012-13,Phoenix Suns,NBA,"$1,919,160",https://www.basketball-reference.com//players/m/marshke01.html
2013-14,Phoenix Suns,NBA,"$2,005,560",https://www.basketball-reference.com//players/m/marshke01.html
2014-15,Phoenix Suns,NBA,"$915,243",https://www.basketball-reference.com//players/m/marshke01.html
2015-16,Philadelphia 76ers,NBA,"$2,144,722",https://www.basketball-reference.com//players/m/marshke01.html
2012-13,Milwaukee Bucks,NBA,"$1,823,280",https://www.basketball-reference.com//players/h/hensojo01.html
2013-14,Milwaukee Bucks,NBA,"$1,905,360",https://www.basketball-reference.com//players/h/hensojo01.html
2014-15,Milwaukee Bucks,NBA,"$1,987,320",https://www.basketball-reference.com//players/h/hensojo01.html
2015-16,Milwaukee Bucks,NBA,"$2,943,221",https://www.basketball-reference.com//players/h/hensojo01.html
2016-17,Milwaukee Bucks,NBA,"$12,517,606",https://www.basketball-reference.com//players/h/hensojo01.html
2017-18,Milwaukee Bucks,NBA,"$11,422,536",https://www.basketball-reference.com//players/h/hensojo01.html
2018-19,Cleveland Cavaliers,NBA,"$11,327,466",https://www.basketball-reference.com//players/h/hensojo01.html
2019-20,Detroit Pistons,NBA,"$9,732,396",https://www.basketball-reference.com//players/h/hensojo01.html
2020-21,New York Knicks,NBA,"$158,907",https://www.basketball-reference.com//players/h/hensojo01.html
2012-13,Orlando Magic,NBA,"$1,731,960",https://www.basketball-reference.com//players/h/harklma01.html
2013-14,Orlando Magic,NBA,"$1,809,840",https://www.basketball-reference.com//players/h/harklma01.html
2014-15,Orlando Magic,NBA,"$1,887,840",https://www.basketball-reference.com//players/h/harklma01.html
2015-16,Portland Trail Blazers,NBA,"$2,894,059",https://www.basketball-reference.com//players/h/harklma01.html
2016-17,Portland Trail Blazers,NBA,"$8,988,764",https://www.basketball-reference.com//players/h/harklma01.html
2017-18,Portland Trail Blazers,NBA,"$10,162,922",https://www.basketball-reference.com//players/h/harklma01.html
2018-19,Portland Trail Blazers,NBA,"$10,837,079",https://www.basketball-reference.com//players/h/harklma01.html
2019-20,New York Knicks,NBA,"$11,511,234",https://www.basketball-reference.com//players/h/harklma01.html
2020-21,Sacramento Kings,NBA,"$3,623,000",https://www.basketball-reference.com//players/h/harklma01.html
2013-14,Philadelphia 76ers,NBA,"$1,719,480",https://www.basketball-reference.com//players/w/whitero03.html
2012-13,Cleveland Cavaliers,NBA,"$1,563,120",https://www.basketball-reference.com//players/z/zellety01.html
2013-14,Cleveland Cavaliers,NBA,"$1,633,440",https://www.basketball-reference.com//players/z/zellety01.html
2014-15,Boston Celtics,NBA,"$1,703,760",https://www.basketball-reference.com//players/z/zellety01.html
2015-16,Boston Celtics,NBA,"$2,616,975",https://www.basketball-reference.com//players/z/zellety01.html
2016-17,Boston Celtics,NBA,"$8,000,000",https://www.basketball-reference.com//players/z/zellety01.html
2017-18,Milwaukee Bucks,NBA,"$1,709,538",https://www.basketball-reference.com//players/z/zellety01.html
2018-19,Atlanta Hawks,NBA,"$106,974",https://www.basketball-reference.com//players/z/zellety01.html
2018-19,Memphis Grizzlies,NBA,"$64,185",https://www.basketball-reference.com//players/z/zellety01.html
2019-20,San Antonio Spurs,NBA,"$245,686",https://www.basketball-reference.com//players/z/zellety01.html
2012-13,Houston Rockets,NBA,"$1,485,000",https://www.basketball-reference.com//players/j/joneste01.html
2013-14,Houston Rockets,NBA,"$1,551,840",https://www.basketball-reference.com//players/j/joneste01.html
2014-15,Houston Rockets,NBA,"$1,618,680",https://www.basketball-reference.com//players/j/joneste01.html
2015-16,Houston Rockets,NBA,"$2,489,530",https://www.basketball-reference.com//players/j/joneste01.html
2016-17,New Orleans Pelicans,NBA,"$1,050,961",https://www.basketball-reference.com//players/j/joneste01.html
2016-17,Milwaukee Bucks,NBA,"$236,457",https://www.basketball-reference.com//players/j/joneste01.html
2018-19,Houston Rockets,NBA,"$198,580",https://www.basketball-reference.com//players/j/joneste01.html
2012-13,Orlando Magic,NBA,"$1,418,160",https://www.basketball-reference.com//players/n/nichoan01.html
2013-14,Orlando Magic,NBA,"$1,482,000",https://www.basketball-reference.com//players/n/nichoan01.html
2014-15,Orlando Magic,NBA,"$1,545,840",https://www.basketball-reference.com//players/n/nichoan01.html
2015-16,Orlando Magic,NBA,"$2,380,594",https://www.basketball-reference.com//players/n/nichoan01.html
2016-17,Brooklyn Nets,NBA,"$6,088,993",https://www.basketball-reference.com//players/n/nichoan01.html
2017-18,Portland Trail Blazers,NBA,"$2,844,429",https://www.basketball-reference.com//players/n/nichoan01.html
2018-19,Portland Trail Blazers,NBA,"$2,844,430",https://www.basketball-reference.com//players/n/nichoan01.html
2019-20,Portland Trail Blazers,NBA,"$2,844,429",https://www.basketball-reference.com//players/n/nichoan01.html
2020-21,Portland Trail Blazers,NBA,"$2,844,430",https://www.basketball-reference.com//players/n/nichoan01.html
2012-13,Denver Nuggets,NBA,"$1,361,400",https://www.basketball-reference.com//players/f/fournev01.html
2013-14,Denver Nuggets,NBA,"$1,422,720",https://www.basketball-reference.com//players/f/fournev01.html
2014-15,Orlando Magic,NBA,"$1,483,920",https://www.basketball-reference.com//players/f/fournev01.html
2015-16,Orlando Magic,NBA,"$2,288,205",https://www.basketball-reference.com//players/f/fournev01.html
2016-17,Orlando Magic,NBA,"$17,000,000",https://www.basketball-reference.com//players/f/fournev01.html
2017-18,Orlando Magic,NBA,"$17,000,000",https://www.basketball-reference.com//players/f/fournev01.html
2018-19,Orlando Magic,NBA,"$17,000,000",https://www.basketball-reference.com//players/f/fournev01.html
2019-20,Orlando Magic,NBA,"$17,000,000",https://www.basketball-reference.com//players/f/fournev01.html
2020-21,Boston Celtics,NBA,"$17,450,000",https://www.basketball-reference.com//players/f/fournev01.html
2012-13,Boston Celtics,NBA,"$1,306,920",https://www.basketball-reference.com//players/s/sullija01.html
2013-14,Boston Celtics,NBA,"$1,365,720",https://www.basketball-reference.com//players/s/sullija01.html
2014-15,Boston Celtics,NBA,"$1,424,520",https://www.basketball-reference.com//players/s/sullija01.html
2015-16,Boston Celtics,NBA,"$2,269,260",https://www.basketball-reference.com//players/s/sullija01.html
2016-17,Phoenix Suns,NBA,"$5,628,000",https://www.basketball-reference.com//players/s/sullija01.html
2012-13,Boston Celtics,NBA,"$1,254,720",https://www.basketball-reference.com//players/m/melofa01.html
2013-14,Memphis Grizzlies,NBA,"$1,311,240",https://www.basketball-reference.com//players/m/melofa01.html
2013-14,Dallas Mavericks,NBA,"$788,872",https://www.basketball-reference.com//players/m/melofa01.html
2014-15,Memphis Grizzlies,NBA,"$437,080",https://www.basketball-reference.com//players/m/melofa01.html
2012-13,Atlanta Hawks,NBA,"$1,204,560",https://www.basketball-reference.com//players/j/jenkijo01.html
2013-14,Atlanta Hawks,NBA,"$1,258,800",https://www.basketball-reference.com//players/j/jenkijo01.html
2014-15,Atlanta Hawks,NBA,"$1,312,920",https://www.basketball-reference.com//players/j/jenkijo01.html
2015-16,Phoenix Suns,NBA,"$981,000",https://www.basketball-reference.com//players/j/jenkijo01.html
2016-17,Phoenix Suns,NBA,"$469,841",https://www.basketball-reference.com//players/j/jenkijo01.html
2018-19,New York Knicks,NBA,"$585,810",https://www.basketball-reference.com//players/j/jenkijo01.html
2018-19,Washington Wizards,NBA,"$99,290",https://www.basketball-reference.com//players/j/jenkijo01.html
2012-13,Dallas Mavericks,NBA,"$1,156,320",https://www.basketball-reference.com//players/c/cunnija01.html
2013-14,Atlanta Hawks,NBA,"$1,208,400",https://www.basketball-reference.com//players/c/cunnija01.html
2015-16,Orlando Magic,NBA,"$981,348",https://www.basketball-reference.com//players/c/cunnija01.html
2015-16,Milwaukee Bucks,NBA,"$57,726",https://www.basketball-reference.com//players/c/cunnija01.html
2012-13,Memphis Grizzlies,NBA,"$1,110,120",https://www.basketball-reference.com//players/w/wroteto01.html
2013-14,Memphis Grizzlies,NBA,"$1,160,040",https://www.basketball-reference.com//players/w/wroteto01.html
2014-15,Philadelphia 76ers,NBA,"$1,210,080",https://www.basketball-reference.com//players/w/wroteto01.html
2015-16,Philadelphia 76ers,NBA,"$2,179,354",https://www.basketball-reference.com//players/w/wroteto01.html
2015-16,New York Knicks,NBA,"$167,406",https://www.basketball-reference.com//players/w/wroteto01.html
2016-17,Memphis Grizzlies,NBA,"$25,000",https://www.basketball-reference.com//players/w/wroteto01.html
2012-13,Indiana Pacers,NBA,"$1,073,280",https://www.basketball-reference.com//players/p/plumlmi01.html
2013-14,Phoenix Suns,NBA,"$1,121,520",https://www.basketball-reference.com//players/p/plumlmi01.html
2014-15,Milwaukee Bucks,NBA,"$1,169,880",https://www.basketball-reference.com//players/p/plumlmi01.html
2015-16,Milwaukee Bucks,NBA,"$2,109,294",https://www.basketball-reference.com//players/p/plumlmi01.html
2016-17,Milwaukee Bucks,NBA,"$12,500,000",https://www.basketball-reference.com//players/p/plumlmi01.html
2017-18,Atlanta Hawks,NBA,"$12,500,000",https://www.basketball-reference.com//players/p/plumlmi01.html
2018-19,Atlanta Hawks,NBA,"$12,500,000",https://www.basketball-reference.com//players/p/plumlmi01.html
2019-20,Memphis Grizzlies,NBA,"$12,500,000",https://www.basketball-reference.com//players/p/plumlmi01.html
2012-13,Philadelphia 76ers,NBA,"$1,042,320",https://www.basketball-reference.com//players/m/moultar01.html
2013-14,Philadelphia 76ers,NBA,"$1,089,240",https://www.basketball-reference.com//players/m/moultar01.html
2014-15,New York Knicks,NBA,"$1,136,160",https://www.basketball-reference.com//players/m/moultar01.html
2012-13,Oklahoma City Thunder,NBA,"$1,035,960",https://www.basketball-reference.com//players/j/jonespe01.html
2013-14,Oklahoma City Thunder,NBA,"$1,082,520",https://www.basketball-reference.com//players/j/jonespe01.html
2014-15,Oklahoma City Thunder,NBA,"$1,129,200",https://www.basketball-reference.com//players/j/jonespe01.html
2015-16,Boston Celtics,NBA,"$2,038,206",https://www.basketball-reference.com//players/j/jonespe01.html
2012-13,Chicago Bulls,NBA,"$1,028,400",https://www.basketball-reference.com//players/t/teaguma01.html
2013-14,Chicago Bulls,NBA,"$1,074,720",https://www.basketball-reference.com//players/t/teaguma01.html
2014-15,Philadelphia 76ers,NBA,"$1,120,920",https://www.basketball-reference.com//players/t/teaguma01.html
2017-18,Memphis Grizzlies,NBA,"$157,945",https://www.basketball-reference.com//players/t/teaguma01.html
2012-13,Golden State Warriors,NBA,"$1,020,960",https://www.basketball-reference.com//players/e/ezelife01.html
2013-14,Golden State Warriors,NBA,"$1,066,920",https://www.basketball-reference.com//players/e/ezelife01.html
2014-15,Golden State Warriors,NBA,"$1,112,880",https://www.basketball-reference.com//players/e/ezelife01.html
2015-16,Golden State Warriors,NBA,"$2,008,748",https://www.basketball-reference.com//players/e/ezelife01.html
2016-17,Portland Trail Blazers,NBA,"$7,400,000",https://www.basketball-reference.com//players/e/ezelife01.html
