season,age,team_id,lg_id,pos,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,link,all_star
1995,26.0,TOT,NBA,C,65.0,7.0,17.2,2.2,4.4,0.505,0.0,0.1,0.14300000000000002,2.2,4.3,0.514,0.507,2.1,3.1,0.6679999999999999,1.2,2.7,3.9,0.7,0.4,0.6,1.2,2.2,6.5,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
1996,27.0,LAL,NBA,C,69.0,3.0,10.7,1.3,2.7,0.47,0.0,0.0,0.0,1.3,2.7,0.473,0.47,1.3,1.9,0.7,0.8,1.6,2.4,0.6,0.2,0.6,0.7,1.8,3.8,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
1997,28.0,LAL,NBA,C,41.0,1.0,10.4,1.1,2.5,0.455,0.0,0.0,,1.1,2.5,0.455,0.455,1.1,1.9,0.595,1.1,1.8,2.9,0.6,0.0,0.6,0.5,1.7,3.4,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
1998,29.0,LAL,NBA,C,36.0,0.0,8.8,0.9,2.2,0.405,0.0,0.1,0.0,0.9,2.1,0.41600000000000004,0.405,0.9,1.3,0.708,0.9,1.1,2.0,0.3,0.1,0.3,0.6,1.7,2.7,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
1999,30.0,DAL,NBA,C,71.0,13.0,14.1,1.7,4.0,0.431,0.0,0.0,,1.7,4.0,0.431,0.431,0.9,1.3,0.73,1.2,2.3,3.5,1.0,0.4,0.7,1.0,2.4,4.4,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
2000,31.0,LAC,NBA,C,82.0,0.0,18.9,2.1,4.8,0.428,0.0,0.0,0.5,2.0,4.8,0.42700000000000005,0.429,1.3,1.7,0.748,1.1,2.6,3.7,0.9,0.4,0.8,0.9,2.4,5.4,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
2001,32.0,LAC,NBA,C,61.0,2.0,11.9,1.3,3.2,0.418,0.0,0.0,,1.3,3.2,0.418,0.418,0.3,0.5,0.7240000000000001,0.5,1.5,2.0,0.4,0.2,0.3,0.3,1.9,3.0,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
2002,33.0,LAC,NBA,C,70.0,38.0,19.2,1.8,4.2,0.42100000000000004,0.0,0.0,0.0,1.8,4.2,0.42200000000000004,0.42100000000000004,0.7,0.8,0.81,0.8,2.3,3.1,1.0,0.5,0.6,0.9,2.5,4.2,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
2003,34.0,TOT,NBA,C,55.0,0.0,10.8,1.0,2.7,0.358,0.0,0.0,0.0,1.0,2.7,0.36,0.358,0.6,0.7,0.892,0.4,1.3,1.8,0.5,0.3,0.2,0.4,1.6,2.6,https://www.basketball-reference.com//players/r/rooksse01.html,0.0
1992,22.0,POR,NBA,C,23.0,0.0,3.0,0.4,1.2,0.37,0.0,0.0,0.0,0.4,1.1,0.385,0.37,0.1,0.6,0.214,0.7,0.3,0.9,0.0,0.2,0.0,0.2,0.7,1.0,https://www.basketball-reference.com//players/s/smithre01.html,0.0
1993,23.0,POR,NBA,PF,43.0,9.0,7.3,0.7,1.7,0.40299999999999997,0.0,0.0,,0.7,1.7,0.40299999999999997,0.40299999999999997,0.4,0.9,0.474,0.9,1.4,2.3,0.1,0.3,0.1,0.3,1.1,1.8,https://www.basketball-reference.com//players/s/smithre01.html,0.0
1992,24.0,WSB,NBA,PG,68.0,9.0,12.6,1.5,4.1,0.358,0.1,0.7,0.16699999999999998,1.4,3.4,0.39799999999999996,0.373,0.8,1.0,0.794,0.4,1.1,1.5,2.3,0.8,0.0,1.3,1.3,3.9,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1993,25.0,WSB,NBA,PG,65.0,13.0,15.9,2.2,5.0,0.433,0.8,2.3,0.33299999999999996,1.4,2.7,0.517,0.509,1.0,1.3,0.782,0.5,0.9,1.4,3.3,0.8,0.0,1.8,1.8,6.2,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1995,27.0,WSB,NBA,PG,81.0,50.0,25.2,3.1,6.6,0.47200000000000003,1.7,3.7,0.462,1.4,2.9,0.485,0.602,2.1,2.4,0.8740000000000001,0.5,2.3,2.8,5.1,1.0,0.0,1.9,2.3,10.0,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1996,28.0,HOU,NBA,PG,25.0,0.0,15.6,1.8,4.2,0.419,0.7,2.1,0.321,1.1,2.1,0.519,0.5,0.8,0.8,1.0,0.4,0.8,1.2,2.6,0.7,0.0,1.3,1.4,5.0,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1997,29.0,HOU,NBA,PG,72.0,2.0,18.5,1.8,4.3,0.413,1.0,2.6,0.39,0.8,1.7,0.447,0.531,1.1,1.4,0.7859999999999999,0.5,1.0,1.5,2.7,0.7,0.1,1.5,2.3,5.6,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1998,30.0,HOU,NBA,PG,40.0,6.0,20.2,2.5,5.2,0.483,1.2,2.8,0.41100000000000003,1.4,2.4,0.568,0.594,1.2,1.5,0.754,0.5,1.5,2.0,2.8,0.8,0.0,1.6,2.3,7.3,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1999,31.0,VAN,NBA,PG,41.0,0.0,10.3,1.0,2.9,0.345,0.6,1.7,0.368,0.4,1.2,0.314,0.45,0.8,1.0,0.872,0.2,0.7,0.9,1.7,0.4,0.0,1.1,1.5,3.4,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
2000,32.0,VAN,NBA,PG,6.0,0.0,5.0,0.5,1.8,0.273,0.2,0.7,0.25,0.3,1.2,0.28600000000000003,0.318,1.0,1.2,0.857,0.2,0.5,0.7,0.8,0.3,0.0,0.7,1.3,2.2,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
2001,33.0,SAC,NBA,PG,20.0,0.0,4.5,0.5,1.4,0.33299999999999996,0.2,0.8,0.267,0.3,0.6,0.41700000000000004,0.40700000000000003,0.5,0.7,0.6920000000000001,0.2,0.2,0.4,0.5,0.2,0.1,0.5,0.7,1.6,https://www.basketball-reference.com//players/p/pricebr01.html,0.0
1992,22.0,CHI,NBA,PG,35.0,0.0,6.9,0.9,2.4,0.365,0.0,0.1,0.33299999999999996,0.9,2.3,0.366,0.371,0.5,0.6,0.818,0.5,0.3,0.9,0.7,0.1,0.1,0.3,0.7,2.3,https://www.basketball-reference.com//players/w/willico01.html,0.0
1993,23.0,MIN,NBA,PG,4.0,0.0,11.5,1.3,3.3,0.385,0.0,0.3,0.0,1.3,3.0,0.41700000000000004,0.385,0.3,0.3,1.0,0.3,1.3,1.5,1.5,0.5,0.0,0.5,1.5,2.8,https://www.basketball-reference.com//players/w/willico01.html,0.0
1992,22.0,MIN,NBA,SG,80.0,6.0,15.8,1.6,3.6,0.433,0.0,0.2,0.14300000000000002,1.5,3.4,0.447,0.436,1.2,1.5,0.792,0.4,0.8,1.2,2.5,0.6,0.2,0.9,1.2,4.3,https://www.basketball-reference.com//players/s/smithch03.html,0.0
1993,23.0,MIN,NBA,PG,80.0,16.0,20.2,2.3,5.3,0.435,0.1,0.5,0.256,2.2,4.8,0.45299999999999996,0.447,1.2,1.8,0.674,0.2,1.3,1.5,3.6,0.5,0.2,1.3,1.6,5.9,https://www.basketball-reference.com//players/s/smithch03.html,0.0
1994,24.0,MIN,NBA,SG,64.0,17.0,16.8,1.8,4.1,0.439,0.7,1.7,0.435,1.1,2.4,0.442,0.528,0.6,1.0,0.6509999999999999,0.2,0.9,1.1,2.3,0.5,0.3,0.8,1.9,5.0,https://www.basketball-reference.com//players/s/smithch03.html,0.0
1992,23.0,CHH,NBA,PG,75.0,2.0,11.4,1.5,3.5,0.423,0.3,1.1,0.325,1.1,2.4,0.467,0.473,0.4,0.5,0.732,0.2,0.7,0.8,1.8,0.4,0.0,0.7,1.5,3.7,https://www.basketball-reference.com//players/b/benneto01.html,0.0
1993,24.0,CHH,NBA,PG,74.0,5.0,13.3,1.4,3.6,0.39899999999999997,0.4,1.0,0.36,1.1,2.5,0.415,0.451,0.1,0.2,0.733,0.2,1.0,1.2,2.2,0.5,0.0,0.5,1.1,3.4,https://www.basketball-reference.com//players/b/benneto01.html,0.0
1994,25.0,CHH,NBA,PG,3.0,0.0,15.3,2.0,4.3,0.462,0.7,3.0,0.222,1.3,1.3,1.0,0.5379999999999999,0.0,0.0,,0.0,0.7,0.7,1.3,0.0,0.0,1.0,2.0,4.7,https://www.basketball-reference.com//players/b/benneto01.html,0.0
1992,23.0,LAL,NBA,PG,65.0,0.0,9.9,1.0,2.4,0.392,0.1,0.5,0.233,0.8,2.0,0.43,0.415,0.4,0.5,0.7140000000000001,0.2,0.6,0.8,2.3,0.3,0.0,1.1,1.0,2.4,https://www.basketball-reference.com//players/c/coopedu01.html,0.0
1993,24.0,PHO,NBA,PG,23.0,2.0,5.9,0.8,1.8,0.439,0.0,0.3,0.14300000000000002,0.7,1.5,0.5,0.451,0.5,0.7,0.733,0.1,0.3,0.4,1.2,0.1,0.0,0.9,0.5,2.1,https://www.basketball-reference.com//players/c/coopedu01.html,0.0
1994,24.0,CLE,NBA,PG,4.0,0.0,4.5,1.5,2.8,0.545,0.0,0.5,0.0,1.5,2.3,0.667,0.545,0.8,1.0,0.75,0.0,0.3,0.3,0.8,1.0,0.0,0.8,0.8,3.8,https://www.basketball-reference.com//players/b/benneel01.html,0.0
1995,25.0,PHI,NBA,PG,8.0,0.0,8.3,0.5,2.1,0.235,0.0,0.0,,0.5,2.1,0.235,0.235,0.4,0.5,0.75,0.1,0.5,0.6,1.0,0.1,0.1,0.9,0.8,1.4,https://www.basketball-reference.com//players/b/benneel01.html,0.0
1996,26.0,TOT,NBA,PG,9.0,0.0,8.3,0.7,2.1,0.316,0.3,1.0,0.33299999999999996,0.3,1.1,0.3,0.395,0.8,1.1,0.7,0.0,0.4,0.4,1.2,0.4,0.0,1.1,0.8,2.4,https://www.basketball-reference.com//players/b/benneel01.html,0.0
1992,22.0,ORL,NBA,PG,52.0,4.0,12.0,1.7,3.8,0.439,0.0,0.2,0.1,1.7,3.6,0.457,0.442,1.2,1.8,0.625,0.2,0.4,0.7,2.2,0.4,0.1,0.8,1.3,4.5,https://www.basketball-reference.com//players/g/greenli01.html,0.0
1993,23.0,ORL,NBA,PG,29.0,0.0,4.3,0.8,2.0,0.386,0.0,0.1,0.25,0.7,1.8,0.396,0.395,1.0,1.3,0.757,0.2,0.2,0.4,0.3,0.2,0.0,0.4,0.6,2.5,https://www.basketball-reference.com//players/g/greenli01.html,0.0
1996,26.0,DET,NBA,PG,45.0,0.0,6.9,0.7,1.4,0.469,0.0,0.2,0.0,0.7,1.2,0.556,0.469,0.7,1.0,0.638,0.1,0.4,0.5,0.9,0.4,0.0,0.3,0.6,2.0,https://www.basketball-reference.com//players/g/greenli01.html,0.0
1997,27.0,MIL,NBA,PG,21.0,0.0,5.9,0.2,1.1,0.217,0.0,0.1,0.0,0.2,1.0,0.23800000000000002,0.217,0.7,1.0,0.75,0.0,0.3,0.3,0.8,0.2,0.0,0.4,0.5,1.2,https://www.basketball-reference.com//players/g/greenli01.html,0.0
1998,28.0,CLE,NBA,PG,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com//players/g/greenli01.html,0.0
1993,23.0,DAL,NBA,PF,81.0,47.0,21.9,2.4,5.0,0.479,0.0,0.0,0.0,2.4,5.0,0.48,0.479,1.0,1.3,0.7290000000000001,3.7,3.8,7.5,1.2,0.8,0.4,1.2,3.0,5.8,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1994,24.0,DAL,NBA,PF,80.0,80.0,29.8,4.7,10.5,0.44299999999999995,0.0,0.2,0.083,4.6,10.3,0.449,0.444,1.0,1.6,0.645,4.1,6.4,10.6,2.0,0.4,0.3,1.6,3.3,10.3,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1995,25.0,DAL,NBA,PF,68.0,68.0,34.1,4.8,10.8,0.446,0.2,0.6,0.359,4.6,10.2,0.451,0.456,1.5,2.0,0.767,3.8,7.0,10.8,1.9,0.8,0.4,1.6,3.9,11.3,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1996,26.0,TOR,NBA,PF,79.0,61.0,30.6,3.3,6.8,0.48,0.0,0.2,0.077,3.3,6.6,0.49,0.48100000000000004,1.3,1.5,0.818,3.4,5.2,8.6,1.1,0.7,0.5,1.5,3.4,7.8,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1997,27.0,TOR,NBA,PF,14.0,4.0,25.1,3.7,9.1,0.409,0.1,0.2,0.667,3.6,8.9,0.40299999999999997,0.41700000000000004,1.0,1.4,0.737,3.6,3.7,7.3,1.3,0.7,0.2,1.1,2.8,8.6,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1998,28.0,BOS,NBA,PF,18.0,2.0,11.4,1.1,2.8,0.392,0.0,0.1,0.0,1.1,2.8,0.4,0.392,0.8,0.9,0.8240000000000001,1.6,1.3,2.9,0.8,0.3,0.0,0.4,1.7,3.0,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1999,29.0,DEN,NBA,PF,40.0,1.0,8.3,1.1,2.6,0.423,0.1,0.1,0.667,1.1,2.5,0.41600000000000004,0.433,0.4,0.5,0.737,1.0,1.6,2.6,0.5,0.1,0.2,0.3,1.3,2.6,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
2000,30.0,WAS,NBA,PF,45.0,1.0,14.2,1.3,3.4,0.392,0.0,0.1,0.16699999999999998,1.3,3.3,0.401,0.395,0.9,1.2,0.745,1.8,3.0,4.9,0.7,0.4,0.2,0.5,2.1,3.6,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
2001,31.0,WAS,NBA,PF,79.0,40.0,24.3,2.8,6.4,0.43700000000000006,0.1,0.1,0.364,2.8,6.3,0.439,0.441,1.3,1.6,0.815,2.9,4.4,7.3,1.6,0.6,0.2,1.1,2.6,7.0,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
2002,32.0,DAL,NBA,PF,26.0,0.0,8.5,0.9,2.4,0.387,0.0,0.0,,0.9,2.4,0.387,0.387,0.2,0.4,0.455,1.1,1.2,2.3,0.3,0.2,0.0,0.6,1.2,2.0,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
2003,33.0,GSW,NBA,PF,5.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,https://www.basketball-reference.com//players/j/jonespo01.html,0.0
1992,23.0,MIA,NBA,C,48.0,2.0,11.5,1.6,3.0,0.524,0.0,0.1,0.0,1.6,2.9,0.539,0.524,1.3,1.9,0.674,1.0,1.5,2.5,0.3,0.3,0.4,0.8,2.6,4.5,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1993,24.0,MIA,NBA,C,72.0,0.0,16.7,2.8,4.9,0.574,0.0,0.1,0.2,2.8,4.8,0.579,0.575,1.6,2.1,0.779,1.7,2.6,4.2,0.4,0.5,0.4,0.8,2.8,7.2,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1994,25.0,MIA,NBA,C,74.0,43.0,23.1,3.5,6.6,0.536,0.1,0.1,0.4,3.5,6.4,0.539,0.54,1.3,1.9,0.65,2.0,3.6,5.6,0.7,0.6,0.7,1.5,3.3,8.3,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1995,26.0,CHH,NBA,C,77.0,50.0,30.5,4.6,8.6,0.536,0.0,0.1,0.375,4.6,8.5,0.5379999999999999,0.5379999999999999,1.9,2.7,0.727,2.6,5.8,8.4,0.8,0.6,0.8,1.8,3.8,11.2,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1996,27.0,CHH,NBA,C,49.0,13.0,21.3,3.5,7.1,0.489,0.1,0.4,0.3,3.4,6.7,0.5,0.49700000000000005,1.8,2.6,0.701,2.0,3.2,5.3,0.8,0.4,0.6,1.4,3.1,8.9,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1997,28.0,CHH,NBA,C,78.0,42.0,23.6,4.6,9.1,0.505,0.0,0.1,0.091,4.6,8.9,0.511,0.506,2.2,3.0,0.7120000000000001,2.5,4.2,6.7,1.0,0.9,1.1,1.4,2.4,11.3,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1998,29.0,PHI,NBA,C,50.0,40.0,30.8,5.3,11.1,0.479,0.0,0.1,0.2,5.3,11.0,0.48200000000000004,0.48,2.8,3.5,0.797,2.7,4.5,7.2,1.2,0.8,0.8,2.0,3.1,13.5,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1999,30.0,PHI,NBA,C,65.0,20.0,21.6,4.0,9.1,0.441,0.0,0.1,0.0,4.0,9.0,0.444,0.441,1.7,2.2,0.779,2.4,3.6,6.0,0.6,0.4,0.3,1.4,3.0,9.7,https://www.basketball-reference.com//players/g/geigema01.html,0.0
2000,31.0,PHI,NBA,C,35.0,4.0,15.5,2.5,6.4,0.39299999999999996,0.0,0.1,0.0,2.5,6.3,0.396,0.39299999999999996,1.1,1.5,0.685,1.4,2.5,4.0,0.4,0.3,0.2,0.7,2.1,6.1,https://www.basketball-reference.com//players/g/geigema01.html,0.0
2001,32.0,PHI,NBA,C,4.0,0.0,9.0,0.3,2.0,0.125,0.0,0.0,,0.3,2.0,0.125,0.125,0.3,0.5,0.5,0.8,0.8,1.5,0.0,0.0,0.5,0.5,0.5,0.8,https://www.basketball-reference.com//players/g/geigema01.html,0.0
1995,25.0,MIA,NBA,SG,19.0,18.0,28.5,4.4,9.7,0.451,1.8,4.1,0.436,2.6,5.6,0.462,0.5429999999999999,2.9,3.8,0.764,0.6,1.8,2.4,2.5,0.8,0.2,1.9,2.6,13.4,https://www.basketball-reference.com//players/d/danilsa01.html,0.0
1996,26.0,TOT,NBA,SG,56.0,42.0,31.9,4.4,10.2,0.435,1.5,4.2,0.36,2.9,6.0,0.488,0.51,2.2,2.7,0.8009999999999999,0.5,1.9,2.4,1.8,1.0,0.2,2.1,2.9,12.5,https://www.basketball-reference.com//players/d/danilsa01.html,0.0
1993,24.0,SEA,NBA,SF,15.0,0.0,5.7,1.3,3.2,0.396,0.1,0.5,0.28600000000000003,1.1,2.7,0.415,0.41700000000000004,1.0,1.7,0.5770000000000001,0.3,0.7,1.0,0.7,0.3,0.0,0.8,0.8,3.7,https://www.basketball-reference.com//players/k/kingch01.html,0.0
1995,26.0,VAN,NBA,SF,80.0,66.0,24.1,3.1,7.3,0.42700000000000005,0.6,1.4,0.389,2.6,5.9,0.436,0.465,1.1,1.7,0.662,1.3,2.3,3.6,1.3,0.9,0.4,1.3,2.0,7.9,https://www.basketball-reference.com//players/k/kingch01.html,0.0
1998,29.0,UTA,NBA,SF,8.0,0.0,5.3,0.3,0.9,0.28600000000000003,0.0,0.0,,0.3,0.9,0.28600000000000003,0.28600000000000003,0.0,0.5,0.0,0.1,1.3,1.4,0.1,0.3,0.1,0.5,1.0,0.5,https://www.basketball-reference.com//players/k/kingch01.html,0.0
1992,22.0,DEN,NBA,C,28.0,0.0,5.3,0.6,2.1,0.305,0.0,0.0,0.0,0.6,2.1,0.31,0.305,0.6,1.1,0.5479999999999999,0.8,1.0,1.9,0.3,0.2,0.1,0.4,1.4,1.9,https://www.basketball-reference.com//players/w/werdaro01.html,0.0
1995,25.0,NJN,NBA,C,13.0,0.0,7.2,1.2,2.5,0.5,0.0,0.0,,1.2,2.5,0.5,0.5,0.5,1.0,0.5379999999999999,0.4,1.4,1.8,0.2,0.4,0.2,0.5,1.3,3.0,https://www.basketball-reference.com//players/w/werdaro01.html,0.0
1996,26.0,NJN,NBA,C,6.0,0.0,5.2,0.5,1.2,0.429,0.0,0.0,,0.5,1.2,0.429,0.429,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.3,0.2,0.3,1.7,1.5,https://www.basketball-reference.com//players/w/werdaro01.html,0.0
1993,23.0,MIN,NBA,SF,68.0,3.0,5.5,0.6,1.9,0.317,0.0,0.0,0.33299999999999996,0.6,1.8,0.317,0.321,0.7,1.0,0.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9,https://www.basketball-reference.com//players/d/davisbr02.html,0.0
1994,25.0,LAC,NBA,C,26.0,8.0,14.2,1.9,4.0,0.47600000000000003,0.0,0.0,0.0,1.9,3.9,0.48,0.47600000000000003,1.0,1.4,0.6759999999999999,1.2,2.0,3.2,0.7,0.6,0.3,1.1,2.7,4.7,https://www.basketball-reference.com//players/f/fishma01.html,0.0
1995,26.0,TOT,NBA,C,18.0,1.0,7.4,1.2,2.0,0.583,0.0,0.0,,1.2,2.0,0.583,0.583,0.6,1.1,0.526,0.6,0.6,1.2,0.4,0.2,0.4,0.2,1.1,2.9,https://www.basketball-reference.com//players/f/fishma01.html,0.0
1996,27.0,TOT,NBA,C,6.0,0.0,1.3,0.2,0.5,0.33299999999999996,0.0,0.0,,0.2,0.5,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.2,0.7,0.8,0.0,0.0,0.0,0.3,0.3,0.3,https://www.basketball-reference.com//players/f/fishma01.html,0.0
1996,26.0,CHI,NBA,SF,2.0,0.0,6.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.5,1.0,0.5,0.0,1.5,1.5,1.0,0.5,0.5,1.0,0.5,1.5,https://www.basketball-reference.com//players/s/steigma01.html,0.0
1993,20.0,GSW,NBA,C,76.0,76.0,32.1,7.5,13.6,0.552,0.0,0.2,0.0,7.5,13.5,0.5589999999999999,0.552,2.5,4.7,0.532,4.0,5.1,9.1,3.6,1.2,2.2,2.7,3.3,17.5,https://www.basketball-reference.com//players/w/webbech01.html,0.0
1994,21.0,WSB,NBA,PF,54.0,52.0,38.3,8.6,17.4,0.495,0.7,2.7,0.276,7.9,14.7,0.535,0.516,2.2,4.3,0.502,3.7,5.9,9.6,4.7,1.5,1.6,3.1,3.4,20.1,https://www.basketball-reference.com//players/w/webbech01.html,0.0
1995,22.0,WSB,NBA,PF,15.0,15.0,37.2,10.0,18.4,0.5429999999999999,1.0,2.3,0.441,9.0,16.1,0.5579999999999999,0.5710000000000001,2.7,4.6,0.594,2.5,5.1,7.6,5.0,1.8,0.6,3.3,3.4,23.7,https://www.basketball-reference.com//players/w/webbech01.html,0.0
1996,23.0,WSB,NBA,PF,72.0,72.0,39.0,8.4,16.2,0.518,0.8,2.1,0.397,7.6,14.1,0.535,0.5429999999999999,2.5,4.3,0.565,3.3,7.0,10.3,4.6,1.7,1.9,3.2,3.6,20.1,https://www.basketball-reference.com//players/w/webbech01.html,1.0
1997,24.0,WAS,NBA,C,71.0,71.0,39.6,9.1,18.9,0.48200000000000004,0.9,2.9,0.317,8.2,16.0,0.512,0.507,2.8,4.7,0.589,2.5,7.0,9.5,3.8,1.6,1.7,2.6,3.8,21.9,https://www.basketball-reference.com//players/w/webbech01.html,0.0
1998,25.0,SAC,NBA,PF,42.0,42.0,40.9,9.0,18.5,0.486,0.1,0.8,0.11800000000000001,8.9,17.7,0.503,0.488,1.9,4.1,0.45399999999999996,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0,https://www.basketball-reference.com//players/w/webbech01.html,0.0
1999,26.0,SAC,NBA,PF,75.0,75.0,38.4,10.0,20.6,0.483,0.4,1.3,0.284,9.6,19.4,0.496,0.49200000000000005,4.1,5.5,0.7509999999999999,2.5,8.0,10.5,4.6,1.6,1.7,2.9,3.5,24.5,https://www.basketball-reference.com//players/w/webbech01.html,1.0
2000,27.0,SAC,NBA,PF,70.0,70.0,40.5,11.2,23.4,0.48100000000000004,0.0,0.4,0.071,11.2,23.0,0.488,0.48100000000000004,4.6,6.6,0.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1,https://www.basketball-reference.com//players/w/webbech01.html,1.0
2001,28.0,SAC,NBA,PF,54.0,54.0,38.4,9.9,19.9,0.495,0.1,0.4,0.263,9.8,19.6,0.499,0.49700000000000005,4.7,6.3,0.7490000000000001,2.8,7.3,10.1,4.8,1.7,1.4,2.9,3.4,24.5,https://www.basketball-reference.com//players/w/webbech01.html,1.0
2002,29.0,SAC,NBA,PF,67.0,67.0,39.1,9.9,21.4,0.461,0.1,0.3,0.23800000000000002,9.8,21.1,0.465,0.46299999999999997,3.2,5.3,0.607,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3.0,23.0,https://www.basketball-reference.com//players/w/webbech01.html,1.0
2003,30.0,SAC,NBA,PF,23.0,23.0,36.1,7.6,18.3,0.413,0.0,0.2,0.2,7.5,18.1,0.41600000000000004,0.414,3.5,5.0,0.711,2.1,6.6,8.7,4.6,1.3,0.9,2.6,3.3,18.7,https://www.basketball-reference.com//players/w/webbech01.html,0.0
2004,31.0,TOT,NBA,PF,67.0,67.0,35.4,8.3,19.1,0.433,0.2,0.7,0.341,8.1,18.5,0.436,0.43799999999999994,2.7,3.4,0.794,1.9,7.2,9.1,4.7,1.4,0.8,2.7,3.2,19.5,https://www.basketball-reference.com//players/w/webbech01.html,0.0
2005,32.0,PHI,NBA,PF,75.0,75.0,38.6,8.2,19.0,0.434,0.3,1.0,0.273,7.9,17.9,0.44299999999999995,0.441,3.5,4.6,0.7559999999999999,2.5,7.4,9.9,3.4,1.4,0.8,2.4,2.9,20.2,https://www.basketball-reference.com//players/w/webbech01.html,0.0
2006,33.0,TOT,NBA,PF,61.0,60.0,29.9,4.7,10.5,0.452,0.1,0.2,0.364,4.7,10.3,0.45399999999999996,0.455,1.7,2.6,0.638,2.0,5.1,7.2,3.1,1.0,0.7,1.8,2.3,11.2,https://www.basketball-reference.com//players/w/webbech01.html,0.0
2007,34.0,GSW,NBA,PF,9.0,8.0,14.0,1.7,3.4,0.484,0.0,0.0,,1.7,3.4,0.484,0.484,0.6,1.3,0.41700000000000004,0.2,3.3,3.6,2.0,0.4,0.7,1.2,1.9,3.9,https://www.basketball-reference.com//players/w/webbech01.html,0.0
1993,21.0,PHI,NBA,C,49.0,45.0,28.3,4.1,10.0,0.409,0.0,0.1,0.0,4.1,10.0,0.41200000000000003,0.409,2.1,3.4,0.607,2.0,4.2,6.2,2.0,0.9,3.0,3.0,3.5,10.3,https://www.basketball-reference.com//players/b/bradlsh01.html,0.0
1994,22.0,PHI,NBA,C,82.0,59.0,28.8,3.8,8.5,0.455,0.0,0.0,0.0,3.8,8.4,0.457,0.455,1.8,2.8,0.638,3.0,5.1,8.0,0.6,0.7,3.3,1.7,4.1,9.5,https://www.basketball-reference.com//players/b/bradlsh01.html,0.0
1995,23.0,TOT,NBA,C,79.0,68.0,29.5,4.9,11.1,0.44299999999999995,0.0,0.1,0.25,4.9,11.0,0.444,0.444,2.1,3.1,0.687,2.8,5.3,8.1,0.8,0.6,3.6,2.3,3.6,11.9,https://www.basketball-reference.com//players/b/bradlsh01.html,0.0
1996,24.0,TOT,NBA,C,73.0,70.0,31.3,5.6,12.4,0.449,0.0,0.1,0.0,5.6,12.3,0.45299999999999996,0.449,2.0,3.1,0.654,3.0,5.3,8.4,0.7,0.5,3.4,1.8,3.2,13.2,https://www.basketball-reference.com//players/b/bradlsh01.html,0.0
